"EH_ID","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection"
"LM0249","E57aSVX","E5",20.04,22.27,"89.9865289627301",0,8,"primary"
"LM0250","E57aEKP","E5",16.95,20.59,"82.3215152986887",1.26,8,"primary"
"LM0251","E57aISU","E5",17.42,19.67,"88.5612608032537",0.93,8,"primary"
"LM0252","E57aFHO","E5",12.68,15.01,"84.4770153231179",0,8,"primary"
"LM0253","E57aDKS","E5",9.59,11.08,"86.5523465703971",1.37,8,"primary"
"LM0254","E57aEFT","E5",19.83,20.16,"98.3630952380952",1.45,8,"primary"
"LM0255","E57aGXY","E5",12.91,14.65,"88.122866894198",0,8,"primary"
"LM0256","E57aABE","E5",24.48,25.63,"95.5130706203668",0.29,8,"primary"
"LM0257","E57aJKN","E5",20.02,19.57,"102.299437915176",0.49,8,"primary"
"LM0258","E57aINY","E5",16.39,17.53,"93.4968625213919",0,8,"primary"
"LM0259","E57aIWZ","E5",25.21,24.62,"102.396425670187",0,8,"primary"
"LM0260","E57aLOV","E5",18.21,20.11,"90.551964196917",0,8,"primary"
"LM0261","E57aHQS","E5",16.48,15.38,"107.152145643693",1.29,8,"primary"
"LM0262","E57aORT","E5",16.2,15.24,"106.299212598425",1.21,8,"primary"
"LM0263","E57aBMZ","E5",18.35,18.47,"99.3502977801841",0,8,"primary"
"LM0264","E57aEGT","E5",16.52,17.69,"93.3860938383267",1.48,8,"primary"
"LM0265","E57aCFI","E5",22.37,23.29,"96.0498067840275",0,8,"primary"
"LM0266","E57aLNV","E5",19.24,18.04,"106.651884700665",1.08,8,"primary"
"LM0267","E57aEQT","E5",29.66,26.73,"110.961466517022",1.5,8,"primary"
"LM0268","E57aIPV","E5",17.99,18.01,"99.8889505830094",0.68,8,"primary"
"LM0269","E57aCDO","E5",20.26,20.09,"100.846192135391",1.2,8,"primary"
"LM0270","E57aRUZ","E5",21.41,19.14,"111.859979101358",0.97,8,"primary"
"LM0271","E57aORS","E5",22.16,21.28,"104.135338345865",0,8,"primary"
"LM0272","E57aQRW","E5",17.4,16.13,"107.873527588345",0,8,"primary"
"LM0273","E57aIKV","E5",19.78,18.66,"106.002143622722",0,8,"primary"
"LM0274","E57aEFZ","E5",26.01,24.65,"105.51724137931",0.49,8,"primary"
"LM0275","E57aISY","E5",19.14,19.4,"98.659793814433",1.06,8,"primary"
"LM0276","E57aGWZ","E5",27.27,24.31,"112.176059234883",1.68,8,"primary"
"LM0277","E57aCLP","E5",19.6,19.36,"101.239669421488",0.82,8,"primary"
"LM0278","E57aMUZ","E5",18.41,17.54,"104.960091220068",0,8,"primary"
"LM0279","E57aHLN","E5",14.42,13.43,"107.371556217424",0.76,8,"primary"
"LM0280","E57aBCT","E5",16.11,16.32,"98.7132352941176",0,8,"primary"
"LM0281","E57aBCP","E5",13.86,14.41,"96.1832061068702",0.52,8,"primary"
"LM0282","E57aFXZ","E5",25.3,24.32,"104.029605263158",1.17,8,"primary"
"LM0283","E57aAFQ","E5",14.21,15.15,"93.7953795379538",0,8,"primary"
"LM0284","E57aNUZ","E5",19.82,21.53,"92.0575940548072",2.63,8,"primary"
"LM0285","E57aQSW","E5",15.02,15.92,"94.3467336683417",0,8,"primary"
"LM0286","E57aGOW","E5",15.45,15.42,"100.194552529183",0.93,8,"primary"
"LM0287","E57aMPS","E5",19.72,19.81,"99.5456839979808",0,8,"primary"
"LM0288","E57aCGK","E5",16.9,17.29,"97.7443609022556",0,8,"primary"
"LM0289","E57aJST","E5",17.75,19.44,"91.3065843621399",1.13,8,"primary"
"LM0291","E57aGLS","E5",16.25,16.53,"98.3061101028433",0,8,"primary"
"LM0292","E57aJQV","E5",21.77,20.56,"105.885214007782",1.03,8,"primary"
"LM0293","E57aCPV","E5",16.79,16.94,"99.1145218417946",1.6,8,"primary"
"LM0294","E57aFMW","E5",12.88,13.66,"94.289897510981",1.96,8,"primary"
"LM0295","E57aDQR","E5",17.18,17.12,"100.35046728972",0,8,"primary"
"LM0179","E57aGTY","E5",17.62,18.93,"93.0797675647121",0.83,9,"primary"
"LM0180","E57aQVZ","E5",21.69,24.1,"90",0,9,"primary"
"LM0181","E57aHPU","E5",14.73,17.5,"84.1714285714286",0.45,9,"primary"
"LM0182","E57aJSW","E5",17.98,16.94,"106.139315230224",0.91,9,"primary"
"LM0183","E57aCIX","E5",15.72,17.08,"92.0374707259953",0.77,9,"primary"
"LM0184","E57aLSZ","E5",20.4,22.8,"89.4736842105263",0,9,"primary"
"LM0185","E57aIKO","E5",19.35,20.1,"96.2686567164179",1.6,9,"primary"
"LM0186","E57aKQZ","E5",17.43,18.1,"96.2983425414365",0,9,"primary"
"LM0187","E57aKPZ","E5",NA,16.71,"#VALUE!",0.71,9,"primary"
"LM0188","E57aTWY","E5",17.67,20.6,"85.7766990291262",0,9,"primary"
"LM0189","E57aKWX","E5",12.86,17.03,"75.5137991779213",0.48,9,"primary"
"LM0190","E57aJNS","E5",12.68,15.55,"81.5434083601286",0.52,9,"primary"
"LM0191","E57aFUY","E5",20.31,21.97,"92.4442421483842",1.41,9,"primary"
"LM0192","E57aKPV","E5",19.29,21.06,"91.5954415954416",0,9,"primary"
"LM0193","E57aDTV","E5",NA,16.4,"#VALUE!",2.33,9,"primary"
"LM0194","E57aRUV","E5",16.55,20.37,"81.2469317623957",0,9,"primary"
"LM0195","E57aBGI","E5",16.65,16.88,"98.6374407582938",1.03,9,"primary"
"LM0196","E57aKNY","E5",21.27,22.5,"94.5333333333333",0.61,9,"primary"
"LM0197","E57aLTU","E5",21.78,21.35,"102.014051522248",0.55,9,"primary"
"LM0198","E57aIKS","E5",15.86,17.65,"89.8583569405099",0,9,"primary"
"LM0199","E57aGIR","E5",26.63,26.85,"99.1806331471136",0,9,"primary"
"LM0200","E57aDHM","E5",24.5,22.32,"109.767025089606",0.87,9,"primary"
"LM0201","E57aEPT","E5",21.8,21.75,"100.229885057471",0,9,"primary"
"LM0202","E57aCMU","E5",15.56,17.68,"88.0090497737557",1.75,9,"primary"
"LM0203","E57aLQR","E5",21.41,20.26,"105.676209279368",0,9,"primary"
"LM0204","E57aFWY","E5",20.55,19.26,"106.697819314642",0,9,"primary"
"LM0206","E57aDHK","E5",16.75,16.97,"98.7035945786682",0,9,"primary"
"LM0207","E57aADP","E5",17.39,17.27,"100.694846554719",0.67,9,"primary"
"LM0208","E57aLOU","E5",23.24,22.82,"101.840490797546",0,9,"primary"
"LM0209","E57aGKL","E5",23.11,22.09,"104.617473970122",1.47,9,"primary"
"LM0210","E57aALT","E5",17.48,15.65,"111.693290734824",1.06,9,"primary"
"LM0211","E57aAPU","E5",17.73,17.42,"101.779563719862",0,9,"primary"
"LM0212","E57aBOX","E5",20.71,21.58,"95.9684893419833",0.92,9,"primary"
"LM0213","E57aDRT","E5",16.67,15.39,"108.317089018843",1.47,9,"primary"
"LM0214","E57aCEY","E5",28.05,27.43,"102.260298942763",1.08,9,"primary"
"LM0215","E57aEQZ","E5",25.25,23.9,"105.648535564854",0.38,9,"primary"
"LM0216","E57aNVW","E5",17.65,18.37,"96.0805661404464",1.4,9,"primary"
"LM0217","E57aOVW","E5",18.82,17.74,"106.08793686584",0.77,9,"primary"
"LM0218","E57aAJX","E5",20.4,20.36,"100.196463654224",1.85,9,"primary"
"LM0219","E57aCDZ","E5",20.66,19,"108.736842105263",0,9,"primary"
"LM0220","E57aCEJ","E5",19.66,19.72,"99.6957403651116",1.61,9,"primary"
"LM0221","E57aLTV","E5",18.4,19.73,"93.2589964521034",0,9,"primary"
"LM0222","E57aJMZ","E5",23.71,23.99,"98.8328470195915",0,9,"primary"
"LM0223","E57aQVW","E5",22.06,20.73,"106.415822479498",0.63,9,"primary"
"LM0224","E57aAMW","E5",19.56,19.21,"101.821967725143",0,9,"primary"
"LM0225","E57aWXZ","E5",28.97,28.05,"103.279857397504",0,9,"primary"
"LM0226","E57aEFJ","E5",15.77,15.16,"104.023746701847",1.44,9,"primary"
"LM0227","E57aBIR","E5",19.13,20.03,"95.5067398901647",0.67,9,"primary"
"LM0228","E57aIQU","E5",18.26,18.56,"98.3836206896552",1.3,9,"primary"
"LM0229","E57aLRZ","E5",13.07,15.82,"82.6169405815424",1.31,9,"primary"
"LM0230","E57aFMP","E5",NA,15.87,"#VALUE!",0,9,"primary"
"LM0231","E57aIWY","E5",15.39,18.71,"82.2554783538215",0,9,"primary"
"LM0232","E57aNOT","E5",21.82,24.14,"90.3893951946976",0.61,9,"primary"
"LM0233","E57aNPY","E5",23.6,24.55,"96.1303462321792",0,9,"primary"
"LM0234","E57aHLX","E5",27.5,28.55,"96.322241681261",0.48,9,"primary"
"LM0235","E57aBFG","E5",17.07,17.03,"100.234879624193",0,9,"primary"
"LM0236","E57aGPS","E5",20.75,23.64,"87.7749576988156",1.01,9,"primary"
"LM0237","E57aLOT","E5",9.72,11.02,"88.2032667876588",1.12,9,"primary"
"LM0238","E57aHOU","E5",14.51,15.31,"94.7746570868713",0,9,"primary"
"LM0239","E57aCFW","E5",14.87,16.84,"88.3016627078385",0,9,"primary"
"LM0240","E57aHJT","E5",15.36,16.19,"94.8733786287832",0,9,"primary"
"LM0241","E57aADF","E5",10.7,14.51,"73.7422467263956",1.01,9,"primary"
"LM0242","E57aALN","E5",13.01,15.65,"83.1309904153355",0.66,9,"primary"
"LM0243","E57aHUZ","E5",NA,18.58,"#VALUE!",2.22,9,"primary"
"LM0244","E57aBGL","E5",11.1,12.33,"90.0243309002433",0.63,9,"primary"
"LM0245","E57aBOV","E5",NA,16.71,"#VALUE!",0,9,"primary"
"LM0246","E57aACY","E5",17.58,17.95,"97.9387186629526",0,9,"primary"
"LM0247","E57aCOW","E5",22.6,25.21,"89.646965489885",0.56,9,"primary"
"LM0248","E57aDEW","E5",20.2,17.99,"112.284602556976",0,9,"primary"
"LM0249","E57aRSX","E5",19.86,22.27,"89.1782667265379",0.68,9,"primary"
"LM0250","E57aCMV","E5",NA,20.59,"#VALUE!",1.25,9,"primary"
"LM0251","E57aBQU","E5",16.98,19.67,"86.3243518047788",2.34,9,"primary"
"LM0252","E57aGQW","E5",NA,15.01,"#VALUE!",0,9,"primary"
"LM0253","E57aDFZ","E5",NA,11.08,"#VALUE!",0,9,"primary"
"LM0254","E57aMNW","E5",19.37,20.16,"96.0813492063492",1.85,9,"primary"
"LM0255","E57aOQS","E5",12.45,14.65,"84.9829351535836",0,9,"primary"
"LM0256","E57aEFY","E5",24.42,25.63,"95.2789699570816",1.36,9,"primary"
"LM0257","E57aLNW","E5",19.68,19.57,"100.56208482371",1.06,9,"primary"
"LM0258","E57aHJO","E5",NA,17.53,"#VALUE!",2.14,9,"primary"
"LM0259","E57aESW","E5",NA,24.62,"#VALUE!",1.47,9,"primary"
"LM0260","E57aMNZ","E5",NA,20.11,"#VALUE!",0,9,"primary"
"LM0261","E57aIMU","E5",NA,15.38,"#VALUE!",1.05,9,"primary"
"LM0262","E57aGHW","E5",NA,15.24,"#VALUE!",0,9,"primary"
"LM0263","E57aJUW","E5",NA,18.47,"#VALUE!",1.67,9,"primary"
"LM0264","E57aBPZ","E5",NA,17.69,"#VALUE!",1.1,9,"primary"
"LM0265","E57aBER","E5",NA,23.29,"#VALUE!",1.39,9,"primary"
"LM0266","E57aCEI","E5",NA,18.04,"#VALUE!",0,9,"primary"
"LM0267","E57aBFT","E5",NA,26.73,"#VALUE!",0.57,9,"primary"
"LM0268","E57aARW","E5",NA,18.01,"#VALUE!",0.78,9,"primary"
"LM0269","E57aDHL","E5",NA,20.09,"#VALUE!",0,9,"primary"
"LM0270","E57aFKR","E5",NA,19.14,"#VALUE!",0,9,"primary"
"LM0271","E57aADM","E5",NA,21.28,"#VALUE!",0,9,"primary"
"LM0272","E57aAMN","E5",NA,16.13,"#VALUE!",1,9,"primary"
"LM0273","E57aHWX","E5",NA,18.66,"#VALUE!",0,9,"primary"
"LM0274","E57aDJY","E5",NA,24.65,"#VALUE!",2.04,9,"primary"
"LM0275","E57aDHT","E5",NA,19.4,"#VALUE!",2.71,9,"primary"
"LM0276","E57aLVX","E5",NA,24.31,"#VALUE!",2.41,9,"primary"
"LM0277","E57aDVX","E5",NA,19.36,"#VALUE!",1.45,9,"primary"
"LM0278","E57aMUY","E5",NA,17.54,"#VALUE!",0,9,"primary"
"LM0279","E57aJXY","E5",NA,13.43,"#VALUE!",1.67,9,"primary"
"LM0280","E57aBKO","E5",NA,16.32,"#VALUE!",1.95,9,"primary"
"LM0281","E57aABF","E5",NA,14.41,"#VALUE!",0,9,"primary"
"LM0282","E57aAQT","E5",NA,24.32,"#VALUE!",1.47,9,"primary"
"LM0283","E57aHOT","E5",NA,15.15,"#VALUE!",0,9,"primary"
"LM0284","E57aDHO","E5",NA,21.53,"#VALUE!",1.67,9,"primary"
"LM0285","E57aEIS","E5",NA,15.92,"#VALUE!",0,9,"primary"
"LM0286","E57aGMU","E5",NA,15.42,"#VALUE!",0,9,"primary"
"LM0287","E57aGKO","E5",NA,19.81,"#VALUE!",0,9,"primary"
"LM0288","E57aIPX","E5",NA,17.29,"#VALUE!",0.89,9,"primary"
"LM0289","E57aMNX","E5",NA,19.44,"#VALUE!",0,9,"primary"
"LM0291","E57aGTZ","E5",NA,16.53,"#VALUE!",0,9,"primary"
"LM0292","E57aEGK","E5",NA,20.56,"#VALUE!",0,9,"primary"
"LM0293","E57aEQX","E5",NA,16.94,"#VALUE!",1.18,9,"primary"
"LM0294","E57aNVY","E5",NA,13.66,"#VALUE!",0.96,9,"primary"
"LM0295","E57aAVW","E5",NA,17.12,"#VALUE!",1.63,9,"primary"
"LM0179","E57aBLZ","E5",18.25,18.93,"96.4078182778658",0.61,10,"primary"
"LM0180","E57aDPT","E5",22.61,24.1,"93.8174273858921",1.4,10,"primary"
"LM0181","E57aBCS","E5",14.5,17.5,"82.8571428571429",0.9,10,"primary"
"LM0182","E57aDMZ","E5",17.61,16.94,"103.955135773318",0,10,"primary"
"LM0183","E57aABT","E5",16.58,17.08,"97.0725995316159",0,10,"primary"
"LM0184","E57aBGM","E5",20.56,22.8,"90.1754385964912",0,10,"primary"
"LM0185","E57aCHR","E5",19.09,20.1,"94.9751243781094",1.75,10,"primary"
"LM0186","E57aFJK","E5",18.34,18.1,"101.325966850829",0,10,"primary"
"LM0187","E57aAKP","E5",NA,16.71,"#VALUE!",0,10,"primary"
"LM0188","E57aCIP","E5",17.03,20.6,"82.6699029126214",0.99,10,"primary"
"LM0189","E57aAOW","E5",NA,17.03,"#VALUE!",1.71,10,"primary"
"LM0190","E57aLUW","E5",12.53,15.55,"80.5787781350482",2.2,10,"primary"
"LM0191","E57aBCY","E5",20.45,21.97,"93.0814747382795",1.21,10,"primary"
"LM0192","E57aAGL","E5",19.66,21.06,"93.35232668566",0.99,10,"primary"
"LM0193","E57aRTY","E5",NA,16.4,"#VALUE!",0.88,10,"primary"
"LM0194","E57aEMX","E5",17.99,20.37,"88.3161512027491",0,10,"primary"
"LM0195","E57aFTX","E5",17.09,16.88,"101.244075829384",0,10,"primary"
"LM0196","E57aABN","E5",20.52,22.5,"91.2",0,10,"primary"
"LM0197","E57aLYZ","E5",22.65,21.35,"106.088992974239",0.89,10,"primary"
"LM0198","E57aRXZ","E5",15.17,17.65,"85.9490084985836",0,10,"primary"
"LM0199","E57aACJ","E5",26.62,26.85,"99.1433891992551",0.5,10,"primary"
"LM0200","E57aBDN","E5",24.35,22.32,"109.094982078853",0.44,10,"primary"
"LM0201","E57aESZ","E5",21.08,21.75,"96.919540229885",0.92,10,"primary"
"LM0202","E57aDMQ","E5",15.74,17.68,"89.027149321267",0,10,"primary"
"LM0203","E57aLTY","E5",21.4,20.26,"105.626850937808",0.76,10,"primary"
"LM0204","E57aMTU","E5",20.22,19.26,"104.984423676012",0,10,"primary"
"LM0206","E57aFJL","E5",16.22,16.97,"95.5804360636417",0.53,10,"primary"
"LM0207","E57aEHM","E5",17.61,17.27,"101.968731905038",1.66,10,"primary"
"LM0208","E57aMTZ","E5",22.87,22.82,"100.219106047327",0,10,"primary"
"LM0209","E57aASY","E5",22.55,22.09,"102.08239022182",0,10,"primary"
"LM0210","E57aEKY","E5",17.84,15.65,"113.993610223642",0.92,10,"primary"
"LM0211","E57aDKM","E5",17.94,17.42,"102.985074626866",0,10,"primary"
"LM0212","E57aDIK","E5",20.68,21.58,"95.8294717330862",0.98,10,"primary"
"LM0213","E57aTUW","E5",15.75,15.39,"102.33918128655",0.61,10,"primary"
"LM0214","E57aEIJ","E5",28.34,27.43,"103.317535545024",1.19,10,"primary"
"LM0215","E57aKQY","E5",25.05,23.9,"104.811715481172",0,10,"primary"
"LM0216","E57aAMT","E5",17.79,18.37,"96.842678279804",0,10,"primary"
"LM0217","E57aHMZ","E5",19.45,17.74,"109.639233370913",0.67,10,"primary"
"LM0218","E57aGKS","E5",20.92,20.36,"102.750491159136",0.72,10,"primary"
"LM0219","E57aDFV","E5",19.4,19,"102.105263157895",1.11,10,"primary"
"LM0220","E57aBQS","E5",19.72,19.72,"100",1.08,10,"primary"
"LM0221","E57aKNV","E5",18.72,19.73,"94.8808920425747",0,10,"primary"
"LM0222","E57aBQX","E5",23.87,23.99,"99.4997915798249",0,10,"primary"
"LM0223","E57aUXY","E5",22.28,20.73,"107.477086348288",0,10,"primary"
"LM0224","E57aBNY","E5",19.63,19.21,"102.186361270172",1.41,10,"primary"
"LM0225","E57aBHY","E5",28.64,28.05,"102.103386809269",1.35,10,"primary"
"LM0226","E57aDER","E5",15.79,15.16,"104.155672823219",0.58,10,"primary"
"LM0227","E57aGPR","E5",20.99,20.03,"104.792810783824",1.32,10,"primary"
"LM0228","E57aANO","E5",18.66,18.56,"100.538793103448",0,10,"primary"
"LM0229","E57aORU","E5",13.83,15.82,"87.4209860935525",0,10,"primary"
"LM0230","E57aCKO","E5",NA,15.87,"#VALUE!",0.67,10,"primary"
"LM0231","E57aAOR","E5",16.64,18.71,"88.9363976483164",0.88,10,"primary"
"LM0232","E57aKRU","E5",21.77,24.14,"90.182270091135",2.69,10,"primary"
"LM0233","E57aOTX","E5",22.79,24.55,"92.8309572301426",0,10,"primary"
"LM0234","E57aCNW","E5",26.97,28.55,"94.4658493870403",0,10,"primary"
"LM0235","E57aFJX","E5",17.61,17.03,"103.405754550793",1.34,10,"primary"
"LM0236","E57aDKN","E5",20.25,23.64,"85.6598984771574",0,10,"primary"
"LM0237","E57aCJT","E5",NA,11.02,"#VALUE!",1.15,10,"primary"
"LM0238","E57aIOX","E5",15.35,15.31,"100.261267145656",1.45,10,"primary"
"LM0239","E57aAJT","E5",17.09,16.84,"101.484560570071",2.2,10,"primary"
"LM0240","E57aENX","E5",17.71,16.19,"109.388511426807",0,10,"primary"
"LM0241","E57aJNU","E5",NA,14.51,"#VALUE!",1.18,10,"primary"
"LM0242","E57aJLO","E5",12.34,15.65,"78.849840255591",0,10,"primary"
"LM0243","E57aDQW","E5",NA,18.58,"#VALUE!",1.51,10,"primary"
"LM0244","E57aBFV","E5",NA,12.33,"#VALUE!",0.3,10,"primary"
"LM0245","E57aAOT","E5",NA,16.71,"#VALUE!",1,10,"primary"
"LM0246","E57aKUY","E5",17.27,17.95,"96.2116991643454",0,10,"primary"
"LM0247","E57aOQY","E5",23.02,25.21,"91.3129710432368",0.31,10,"primary"
"LM0248","E57aCJO","E5",19.1,17.99,"106.170094496943",0,10,"primary"
"LM0249","E57aMPW","E5",18.75,22.27,"84.1939829366861",0.6,10,"primary"
"LM0250","E57aGNV","E5",NA,20.59,"#VALUE!",0.47,10,"primary"
"LM0251","E57aBEX","E5",17.25,19.67,"87.6970005083884",0,10,"primary"
"LM0252","E57aCDX","E5",NA,15.01,"#VALUE!",0.3,10,"primary"
"LM0253","E57aNUW","E5",NA,11.08,"#VALUE!",1.32,10,"primary"
"LM0254","E57aBCM","E5",19.58,20.16,"97.1230158730159",0,10,"primary"
"LM0255","E57aDGJ","E5",12.24,14.65,"83.5494880546075",0,10,"primary"
"LM0256","E57aHIU","E5",24.05,25.63,"93.8353492001561",0,10,"primary"
"LM0257","E57aFHI","E5",20.05,19.57,"102.452733776188",1.88,10,"primary"
"LM0258","E57aJPZ","E5",NA,17.53,"#VALUE!",0,10,"primary"
"LM0259","E57aJXZ","E5",NA,24.62,"#VALUE!",1.1,10,"primary"
"LM0260","E57aKNP","E5",NA,20.11,"#VALUE!",1.4,10,"primary"
"LM0261","E57aCIN","E5",NA,15.38,"#VALUE!",0,10,"primary"
"LM0262","E57aRTX","E5",NA,15.24,"#VALUE!",0,10,"primary"
"LM0263","E57aGMZ","E5",NA,18.47,"#VALUE!",0.57,10,"primary"
"LM0264","E57aQST","E5",NA,17.69,"#VALUE!",0,10,"primary"
"LM0265","E57aENU","E5",NA,23.29,"#VALUE!",2.13,10,"primary"
"LM0266","E57aBVZ","E5",NA,18.04,"#VALUE!",0.42,10,"primary"
"LM0267","E57aGJP","E5",NA,26.73,"#VALUE!",0.8,10,"primary"
"LM0268","E57aKVX","E5",NA,18.01,"#VALUE!",0.81,10,"primary"
"LM0269","E57aEOW","E5",NA,20.09,"#VALUE!",0.33,10,"primary"
"LM0270","E57aBLO","E5",NA,19.14,"#VALUE!",0.77,10,"primary"
"LM0271","E57aHNO","E5",NA,21.28,"#VALUE!",0,10,"primary"
"LM0272","E57aKQV","E5",NA,16.13,"#VALUE!",0,10,"primary"
"LM0273","E57aESU","E5",NA,18.66,"#VALUE!",0.67,10,"primary"
"LM0274","E57aTWX","E5",NA,24.65,"#VALUE!",0,10,"primary"
"LM0275","E57aPTY","E5",NA,19.4,"#VALUE!",0,10,"primary"
"LM0276","E57aIQT","E5",NA,24.31,"#VALUE!",0.2,10,"primary"
"LM0277","E57aASW","E5",NA,19.36,"#VALUE!",0,10,"primary"
"LM0278","E57aQXY","E5",NA,17.54,"#VALUE!",1.66,10,"primary"
"LM0279","E57aBHW","E5",NA,13.43,"#VALUE!",0,10,"primary"
"LM0280","E57aAPZ","E5",NA,16.32,"#VALUE!",0,10,"primary"
"LM0281","E57aFIJ","E5",NA,14.41,"#VALUE!",1.29,10,"primary"
"LM0282","E57aGLX","E5",NA,24.32,"#VALUE!",0,10,"primary"
"LM0283","E57aDFS","E5",NA,15.15,"#VALUE!",0,10,"primary"
"LM0284","E57aEIV","E5",NA,21.53,"#VALUE!",1.3,10,"primary"
"LM0285","E57aDEQ","E5",NA,15.92,"#VALUE!",0,10,"primary"
"LM0286","E57aAIY","E5",NA,15.42,"#VALUE!",0,10,"primary"
"LM0287","E57aFGU","E5",NA,19.81,"#VALUE!",1.74,10,"primary"
"LM0288","E57aEKX","E5",NA,17.29,"#VALUE!",2.13,10,"primary"
"LM0289","E57aHST","E5",NA,19.44,"#VALUE!",1.21,10,"primary"
"LM0291","E57aJQU","E5",NA,16.53,"#VALUE!",0.66,10,"primary"
"LM0292","E57aGJQ","E5",NA,20.56,"#VALUE!",2.11,10,"primary"
"LM0293","E57aARS","E5",NA,16.94,"#VALUE!",0,10,"primary"
"LM0294","E57aNQU","E5",NA,13.66,"#VALUE!",0,10,"primary"
"LM0295","E57aMOQ","E5",NA,17.12,"#VALUE!",1.77,10,"primary"
"LM0179","E57aCXY","E5",18.88,18.93,"99.7358689910196",0,11,"primary"
"LM0180","E57aIJY","E5",23.59,24.1,"97.8838174273859",0.73,11,"primary"
"LM0181","E57aCGH","E5",14.41,17.5,"82.3428571428572",0.22,11,"primary"
"LM0182","E57aHNX","E5",18.09,16.94,"106.788665879575",0,11,"primary"
"LM0183","E57aPWX","E5",16.7,17.08,"97.7751756440281",0.63,11,"primary"
"LM0184","E57aKNT","E5",20.26,22.8,"88.859649122807",1.04,11,"primary"
"LM0185","E57aCKW","E5",19.72,20.1,"98.1094527363184",2,11,"primary"
"LM0186","E57aHQT","E5",18.01,18.1,"99.5027624309392",1.04,11,"primary"
"LM0187","E57aCIZ","E5",NA,16.71,"#VALUE!",0,11,"primary"
"LM0188","E57aIJT","E5",17.74,20.6,"86.1165048543689",0,11,"primary"
"LM0189","E57aDGS","E5",NA,17.03,"#VALUE!",1.24,11,"primary"
"LM0190","E57aFJO","E5",12.9,15.55,"82.9581993569132",0,11,"primary"
"LM0191","E57aJLN","E5",21.82,21.97,"99.3172507965408",0.66,11,"primary"
"LM0192","E57aTWZ","E5",19.91,21.06,"94.5394112060779",0,11,"primary"
"LM0193","E57aDGX","E5",NA,16.4,"#VALUE!",0,11,"primary"
"LM0194","E57aCTZ","E5",18.32,20.37,"89.9361806578301",0.15,11,"primary"
"LM0195","E57aIJR","E5",17.23,16.88,"102.07345971564",0.77,11,"primary"
"LM0196","E57aBGT","E5",20.63,22.5,"91.6888888888889",0.95,11,"primary"
"LM0197","E57aCOV","E5",22.93,21.35,"107.400468384075",1.52,11,"primary"
"LM0198","E57aEHR","E5",15.91,17.65,"90.1416430594901",0,11,"primary"
"LM0199","E57aHSZ","E5",26.42,26.85,"98.3985102420857",1.49,11,"primary"
"LM0200","E57aCFH","E5",24.38,22.32,"109.229390681004",0,11,"primary"
"LM0201","E57aAGK","E5",20.74,21.75,"95.3563218390805",0,11,"primary"
"LM0202","E57aHJY","E5",17.15,17.68,"97.0022624434389",1.69,11,"primary"
"LM0203","E57aGJX","E5",21.5,20.26,"106.120434353406",0,11,"primary"
"LM0227","E57aKMO","E5",22.47,20.03,"112.181727408887",1.52,11,"primary"
"LM0228","E57aAIN","E5",20.35,18.56,"109.644396551724",1.32,11,"primary"
"LM0229","E57aHJK","E5",15.38,15.82,"97.2187104930468",1.32,11,"primary"
"LM0230","E57aSUY","E5",NA,15.87,"#VALUE!",0,11,"primary"
"LM0231","E57aFLR","E5",17.67,18.71,"94.4414751469802",1.92,11,"primary"
"LM0232","E57aBDY","E5",23.35,24.14,"96.7274233637117",0,11,"primary"
"LM0233","E57aDHI","E5",25.27,24.55,"102.932790224033",1.41,11,"primary"
"LM0234","E57aDNO","E5",26.13,28.55,"91.523642732049",1.01,11,"primary"
"LM0235","E57aGMV","E5",18.87,17.03,"110.80446271286",0,11,"primary"
"LM0236","E57aBKL","E5",21.08,23.64,"89.17089678511",0.94,11,"primary"
"LM0237","E57aDKQ","E5",NA,11.02,"#VALUE!",0.67,11,"primary"
"LM0238","E57aDMT","E5",16.44,15.31,"107.380796864794",1.03,11,"primary"
"LM0239","E57aIJS","E5",17.33,16.84,"102.90973871734",0.3,11,"primary"
"LM0240","E57aABL","E5",17.56,16.19,"108.462013588635",0,11,"primary"
"LM0241","E57aDHW","E5",NA,14.51,"#VALUE!",0,11,"primary"
"LM0242","E57aAHM","E5",NA,15.65,"#VALUE!",0,11,"primary"
"LM0243","E57aPUY","E5",NA,18.58,"#VALUE!",0.95,11,"primary"
"LM0244","E57aBNO","E5",NA,12.33,"#VALUE!",0.68,11,"primary"
"LM0245","E57aBLT","E5",NA,16.71,"#VALUE!",0,11,"primary"
"LM0246","E57aBGU","E5",18.96,17.95,"105.626740947075",0.46,11,"primary"
"LM0247","E57aLRS","E5",22.95,25.21,"91.0353034510115",0,11,"primary"
"LM0248","E57aAHV","E5",20.15,17.99,"112.006670372429",1.31,11,"primary"
"LM0249","E57aAIP","E5",19.88,22.27,"89.2680736416704",0,11,"primary"
"LM0250","E57aGOY","E5",NA,20.59,"#VALUE!",1.53,11,"primary"
"LM0251","E57aBMS","E5",18.63,19.67,"94.7127605490595",1.69,11,"primary"
"LM0252","E57aCDQ","E5",NA,15.01,"#VALUE!",0.83,11,"primary"
"LM0253","E57aBFS","E5",NA,11.08,"#VALUE!",0,11,"primary"
"LM0254","E57aADG","E5",20.71,20.16,"102.728174603175",1.38,11,"primary"
"LM0255","E57aHXY","E5",12.65,14.65,"86.3481228668942",0,11,"primary"
